"","postcode_clean","Respondents","1. Do you give your consent to take part in this study?","2. What is your current age in years?","3. What is your gender?","4. Do you currently live in the UK?","5. What are the first 3 digits of your postcode? (e.g., HU5, YO1).","6. Please click the item that best describes the neighbourhood you live in:","7. Are you a member of an environmental charity or community group? (i.e., RSPB, ""Friends of"" group)","8. Do you participate in any form of nature recording? (e.g., via apps iNaturalist, Seek, Merlin or as an amateur naturalist)","9.1. 1. I always find beauty in nature.","9.2. 2. I always treat nature with respect.","9.3. 3. Being in nature makes me very happy.","9.4. 4. Spending time in nature is very important to me.","9.5. 5. I find being in nature really amazing.","9.6. 6. I feel part of nature.","10. How often do you visit blue spaces?","10.1. Rivers, canals and dykes","10.2. Park lakes","10.3. Coastal areas","10.4. Estuaries","10.5. Marinas","11. Have you heard of the term ""rewilding""?","12.1. Cities should have more blue spaces","12.2. Blue spaces are important for nature","12.3. Blue spaces in the UK are in poor condition","12.4. Blue spaces are important for my health and wellbeing","12.5. We should “rewild” UK blue spaces","13. Do you carry out any of these activities around blue spaces?","14. In three words describe a blue space in your local area","15. In three words describe a ""wild"" blue space in your local area","16. What wildlife have you seen around blue spaces?","17. What types of wildlife would you like to see more of?","18. Would you consider providing a blue space (e.g., large nature pond or mini bucket pond) in your garden, allotment or other available outdoor space?","19. How would you improve blue spaces for people and nature?","Start Date","Completion Date","X","Y","fid","postcode","positional","country_co","nhs_region","nhs_ha_cod","admin_coun","admin_dist","admin_ward"
"238","L1","Respondent 128","I give consent to take part in this study",26,"Male","Yes","L1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","5","1. completely Agree","5","5","5","6",NA,"Monthly","Once a year","Monthly","Weekly","Once a year","Yes","Partially agree","Agree","Strongly agree","Neutral","Agree","Feeding wildlife (e.g., ducks, fish)","Not blue, brown","Same as previous","Seagulls and pigeons","Less seagulls, more manatees","I would if I had the space","Import manatees and rewild them in canals","2025-04-16 21:01:34 UTC","2025-04-16 21:07:25 UTC",334864,389326,760985,"L1 0AA",10,"E92000001","E19000001","E18000002","","E08000012","E05015289"
"239","L39","Respondent 221","I give consent to take part in this study",43,"Male","Yes","L39","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2","2",NA,"Weekly","Weekly","Every 6 months","Every 6 months","Every 6 months","Yes","Partially agree","Agree","Partially agree","Agree","Partially agree","Nature watching,Dog walking,Pond dipping","Artiifical park lake","Slow flowing tribuatory","Various birds, fresh water invertebrates, fish, trees, wildflowers","Greater diversity of plants on riverbanks","I would if I had the space","Various actions to improve habitats, biodiversity and water quality","2025-05-22 13:52:41 UTC","2025-05-22 13:59:59 UTC",344431,405375,786182,"L39 0EA",10,"E92000001","E19000001","E18000002","E10000017","E07000127","E05014937"
"240","LA4","Respondent 164","I give consent to take part in this study",52,"Other","Yes","LA4","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Monthly","Weekly","Weekly","Once a year","Yes","Agree","Agree","Partially agree","Agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography,Feeding wildlife (e.g., ducks, fish),Rock pooling","it's Morecambe Bay","grassy salt marshes","many kinds of sea birds, shellfish","otters","I would if I had the space","keep cars out, people can only go using a electric bus.","2025-04-22 17:37:16 UTC","2025-04-22 17:42:51 UTC",343366,464347,760864,"LA4 4AA",10,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014900"
"241","LA5","Respondent 262","I give consent to take part in this study",64,"Male","Yes","LA5","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Every 6 months","Monthly","Every 6 months","Every 6 months","Yes","Strongly disagree","Strongly agree","Partially agree","Strongly agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography","Canal, river, lake, coastline","Reed beds, shoreline","Birds, mammals, insects","Birds, insects","I would if I had the space","Better accessibility","2025-05-24 06:07:17 UTC","2025-05-24 06:16:02 UTC",345592,478718,762768,"LA5 0AA",10,"E92000001","E19000001","E18000002","","E06000064","E05014236"
"242","LS2","Respondent 241","I give consent to take part in this study",30,"Female","Yes","LS2","Suburban (i.e., mostly houses, located just outside a city or town)","No","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Every 6 months","Once a year","Once a year","Once a year","Once a year","Yes","Agree","Agree","Agree","Agree","Agree","Exercise (e.g., walking, kayaking, swimming)","hidden, polluted, quiet","peaceful, tucked away, jungle","bugs","birds, fish","I would if I had the space","keeping it clean and tidy","2025-05-23 08:29:27 UTC","2025-05-23 08:39:05 UTC",429710,434438,855946,"LS2 3AA",10,"E92000001","E19000001","E18000003","","E08000035","E05011403"
"243","LS28","Respondent 198","I give consent to take part in this study",56,"Female","Yes","Ls28","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Monthly","Monthly","Once a year","Never","Yes","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography","Dirty water","Calming, wildlife, enjoyable","Dragon flies, otters,, fish. Kingfisher, water vole","Mammals","I already do","Clean up our water","2025-05-21 12:17:07 UTC","2025-05-21 12:22:47 UTC",422182,433305,867928,"LS28 0DJ",10,"E92000001","E19000001","E18000003","","E08000035","E05011409"
"244","LS28","Respondent 83","I give consent to take part in this study",31,"Male","Yes","Ls28","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Monthly","Monthly","Every 6 months","Monthly","Once a year","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Exercise (e.g., walking, kayaking, swimming)","Nice","Na","Squrriel","Rabbits","No","Na","2025-04-15 11:39:53 UTC","2025-04-15 11:42:34 UTC",422182,433305,867928,"LS28 0DJ",10,"E92000001","E19000001","E18000003","","E08000035","E05011409"
"245","M20","Respondent 265","I give consent to take part in this study",30,"Female","Yes","M20","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","No","1. completely Agree","2","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Monthly","Monthly","Every 6 months","Every 6 months","Once a year","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Pond dipping,Rock pooling","concrete canals","there is none","birds","birds, fish , otter , dragonflies","Maybe, I would consider providing a blue space with more information or assistance","access paths, informations signs, plants","2025-05-24 17:05:59 UTC","2025-05-24 17:10:37 UTC",384639,393529,881672,"M20 1AA",10,"E92000001","E19000001","E18000002","","E08000003","E05011375"
"246","M27","Respondent 147","I give consent to take part in this study",36,"Female","Yes","M27","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Monthly","Monthly","Monthly","Monthly","Yes","Strongly agree","Strongly agree","Partially agree","Strongly agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming)","Unkempt but promising","Pretty, busy (with people and birds), inviting","Lots of different birds - swans, gulls, ducks, geese etc. A variety of insects. Squirrels.","Beavers, otters, more fish, more birds.","I would if I had the space","Reduce littering, improve maintenance (especially in cities), encourage people to take better care of blue spaces and educate them more on the topic, have more wildlife and protect it","2025-04-18 18:47:27 UTC","2025-04-18 19:28:33 UTC",377110,401005,888482,"M27 0AA",10,"E92000001","E19000001","E18000002","","E08000006","E05013037"
"247","M6","Respondent 155","I give consent to take part in this study",20,"Female","Yes","M6 6","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","4",NA,"Once a year","Once a year","Every 6 months","Never","Never","Yes","Strongly disagree","Partially disagree","Strongly agree","Partially agree","Partially agree","Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Pond dipping","Good but feels manmade","Big, man made, not streams","Ducks","Insects that live around rivers, there's no verges on the banks just concrete","I would if I had the space","Natural blue spaces","2025-04-21 09:48:58 UTC","2025-04-21 09:59:13 UTC",381583,398635,903555,"M6 5AA",10,"E92000001","E19000001","E18000002","","E08000006","E05013030"
"248","M6","Respondent 154","I give consent to take part in this study",20,"Female","Yes","M66","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Monthly","Every 6 months","Every 6 months","Never","Never","Yes","Partially agree","Partially agree","Agree","Partially agree","Partially agree","Nature watching,Exercise (e.g., walking, kayaking, swimming)","Littered busy unkept","Open calm dirty","Ducks pigeons geese deer","Deer","No","Make sure they are well kept","2025-04-21 09:42:19 UTC","2025-04-21 09:50:19 UTC",381583,398635,903555,"M6 5AA",10,"E92000001","E19000001","E18000002","","E08000006","E05013030"
"249","NR1","Respondent 49","I give consent to take part in this study",53,"Female","Yes","NR1","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","2","1. completely Agree","3","2","2","1. completely Agree",NA,"Weekly","Once a year","Every 6 months","Never","Never","Yes","Agree","Strongly agree","Agree","Agree","Partially agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Pond dipping","stressed, navigable, tidal","stressed, touristy, managed","all species of riverfly, kingfisher, owl, other birds, deer, otter, badger, now mapping vegetation","indigenous species","I already do","education","2025-04-08 14:25:12 UTC","2025-04-09 07:24:26 UTC",624073,308352,1033148,"NR1 1AA",10,"E92000001","E19000001","E18000006","E10000020","E07000148","E05012910"
"250","OX1","Respondent 127","I give consent to take part in this study",29,"Female","Yes","OX1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","Yes","1. completely Agree","3","1. completely Agree","1. completely Agree","1. completely Agree","4",NA,"Weekly","Weekly","Once a year","Never","Never","Yes","Neutral","Agree","Strongly agree","Strongly agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming)","Beautiful, diverse, enjoyed","Brown, flood, vast","Kingfishers, cormorants, red kites, kittiwakes, crayfish, trout, swans, geese, damselflies, mosquitos, duck mites, snakes, cows","Fish and bugs","Maybe, I would consider providing a blue space with more information or assistance","Upgrade sewers to tertiary treatment, implement NFM and stage 0 approaches, particularly to revert agriculturally intensive farming. Integrate public health into bathing waters","2025-04-16 20:59:39 UTC","2025-04-16 21:06:09 UTC",450673,205980,1113927,"OX1 1AA",10,"E92000001","E19000002","E18000009","E10000025","E07000178","E05013111"
"251","OX4","Respondent 246","I give consent to take part in this study",25,"Male","Yes","OX4","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","2","2","2","3","4",NA,"Weekly","Monthly","Every 6 months","Never","Once a year","Yes","Partially agree","Agree","Partially agree","Partially agree","Partially agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Rock pooling","lots of boats","nice for swimming","geese, ducks, other aquatic birds, pond plants, fish","big fish","I would if I had the space","promote blue spaces that are maintained as both natural habitats and spaces for recreation","2025-05-23 10:52:43 UTC","2025-05-23 11:05:43 UTC",452335,206031,1130056,"OX4 1AA",10,"E92000001","E19000002","E18000009","E10000025","E07000178","E05013114"
"252","PL6","Respondent 165","I give consent to take part in this study",49,"Male","Yes","Pl6","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","2","1. completely Agree","2","2","1. completely Agree",NA,"Weekly","Monthly","Monthly","Monthly","Monthly","No","Strongly agree","Strongly agree","Agree","Strongly agree","Neutral","Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography","Peaceful Calming Creative","Rural Interesting Eerie","Rabbits, pheasants, other birds, deer moles","N/A","I would if I had the space","Promote, Fund, secure for dog walks","2025-04-22 21:55:50 UTC","2025-04-22 22:01:50 UTC",248531,58344,1215360,"PL6 5AU",10,"E92000001","E19000002","E18000010","","E06000026","E05002083"
"253","PO12","Respondent 88","I give consent to take part in this study",54,"Female","Yes","Po12","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Every 6 months","Weekly","Monthly","Weekly","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Feeding wildlife (e.g., ducks, fish)","Trees, birds, boats","Birds, nesting, riverside","Geese, ducks, swans, shore birds, eagles, seals, foxes","All","I would if I had the space","Cleanups, stop river fishing as too many hook accidents,","2025-04-15 15:18:26 UTC","2025-04-15 15:28:45 UTC",462236,99891,1155343,"PO12 1AA",10,"E92000001","E19000002","E18000009","E10000014","E07000088","E05014145"
"254","PO31","Respondent 153","I give consent to take part in this study",21,"Female","Yes","PO31","Rural (i.e., mostly countryside with few houses or buildings)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Weekly","Monthly","Every 6 months","Every 6 months","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography,Rock pooling","Picturesque, calming, clean","Clean, wildlife, coastal","Seals, many different types of birds, fish","More flora and fauna, in my other postcode area any wildlife other than a large amount of pigeons would be good","I would if I had the space","I would take greater care of them, provide methods to keep the water cleaner and reintroduce wildlife","2025-04-21 09:42:40 UTC","2025-04-21 09:49:18 UTC",449443,95967,1185645,"PO31 7AA",10,"E92000001","E19000002","E18000009","","E06000046","E05013367"
"255","S25","Respondent 42","I give consent to take part in this study",19,"Other","Yes","S25","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","2","5","2","3","1. completely Agree","5",NA,"Every 6 months","Monthly","Weekly","Monthly","Monthly","Yes","Partially agree","Strongly agree","Agree","Neutral","Partially agree","Nature watching","Limited, Poor, Eutrophic","Reeds, Limited, Eutrophic","Birds, Invertebrates and Insects, Squirrels","More diverse, Water Birds, voles, insects","Maybe, I would consider providing a blue space with more information or assistance","Healthier spaces, more protections and maintained, green spaces with blue spaces.","2025-04-06 23:31:09 UTC","2025-04-06 23:46:27 UTC",451779,383636,1266492,"S25 5GL",10,"E92000001","E19000001","E18000003","","E08000018","E05012993"
"256","S60","Respondent 244","I give consent to take part in this study",36,"Female","Yes","S60","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","No","2","2","2","2","3","4",NA,"Once a year","Never","Once a year","Never","Never","Yes","Partially agree","Strongly agree","Strongly agree","Agree","Agree","I don't carry out any of these activities","There's a filled in strip mine redesignated as a bird habitat for as long as it takes for developers to fill the space with houses. I am also near some post industrial canals that grow a hardy crop of carrier bags and shopping trolleys. No pretty trout streams and dragonfly ponds for me.","haunted by flytipping","Often insects, sometimes birds. When I'm lucky, a heron. Once, many years ago, I saw a kingfisher swoop beneath the elevated walkway at Meadowhall shopping centre that joins the station to the centre... It was a crystallising moment.","all of it, but especially dragonflies and birds of prey.","I already do","Force our government to actually penalise industrial operators dumping waste into the water stream... Not sure the river Ribble needs uranium tailings, not sure anyone benefits from raw sewage hitting estuaries. Whatever I do as an individual is not going to compete with dumping 703 Kg of uranium ore in one year.","2025-05-23 08:53:10 UTC","2025-05-23 09:50:18 UTC",442732,392677,1307988,"S60 1AA",10,"E92000001","E19000001","E18000003","","E08000018","E05012996"
"257","S64","Respondent 263","I give consent to take part in this study",52,"Male","Yes","S64","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","No","2","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Weekly","Monthly","Monthly","Every 6 months","Yes","Agree","Strongly agree","Agree","Strongly agree","Partially agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Fishing,Photography,Feeding wildlife (e.g., ducks, fish)","Manvers park lake","River Don canal","Lots","Mallard","I would if I had the space","Investment","2025-05-24 08:32:33 UTC","2025-05-24 08:38:32 UTC",448748,399836,1321751,"S64 0AA",10,"E92000001","E19000001","E18000003","","E08000017","E05010739"
"258","S73","Respondent 230","I give consent to take part in this study",65,"Male","Yes","S73","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Every 6 months","Never","Monthly","Monthly","Every 6 months","No","Partially agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Fishing","Dog walking area","Manvers lake","Geese","Deer","Maybe, I would consider providing a blue space with more information or assistance","Not sure","2025-05-22 16:47:44 UTC","2025-05-22 16:52:46 UTC",440007,403021,1336728,"S73 0AA",10,"E92000001","E19000001","E18000003","","E08000016","E05000995"
"259","S73","Respondent 274","I give consent to take part in this study",27,"Female","Yes","S73","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Once a year","Once a year","Never","Never","Yes","Agree","Strongly agree","Strongly agree","Strongly agree","Partially agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming)","Meandering, trickling, calm","Long, slow green","Wildflower, bats, birds, fish, insects,","All","I would if I had the space","Maintenance e.g. filtering litter, preventing sewage discharge, installing in land clean water bathing areas","2025-05-26 16:29:31 UTC","2025-05-26 16:34:34 UTC",440007,403021,1336728,"S73 0AA",10,"E92000001","E19000001","E18000003","","E08000016","E05000995"
"260","S74","Respondent 245","I give consent to take part in this study",28,"Female","Yes","S74","Rural (i.e., mostly countryside with few houses or buildings)","No","Yes","1. completely Agree","1. completely Agree","2","2","2","3",NA,"Monthly","Monthly","Every 6 months","Monthly","Monthly","Yes","Agree","Agree","Strongly agree","Strongly agree","Partially agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography","Urban, historic, swans!","green, brambles, calm","swans, rats, a heron once (!), squirrels, pigeons (including racing pigeons - many in the area), goldfinches and wagtails","I love birds, it would be great to see a wider variety of them. Frogs too!","Maybe, I would consider providing a blue space with more information or assistance","I would have as much access as possible for people to explore, within reason!","2025-05-23 10:20:46 UTC","2025-05-23 10:35:50 UTC",435827,400305,1339755,"S74 0AA",10,"E92000001","E19000001","E18000003","","E08000016","E05000991"
"261","S75","Respondent 236","I give consent to take part in this study",64,"Male","Yes","S75","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Weekly","Weekly","Monthly","Monthly","Never","Yes","Agree","Strongly agree","Agree","Agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Fishing,Photography,Rock pooling","Large estate lake","Kingfisher brown trout","Deer species, wildfowl, raptors, passerines, Owls, Herons, waders, songbirds, grass snakes, mink, rodents, pike, carp, chub, dace, roach, bream, brown trout, stone loach, minnow. To name a few","UK’s endangered species - promote a healthy space to encourage the biodiversity to enable the species to develop/griw","I already do","I would encourage sharing of the environment with wildlife by educating from all ages the correct way to treat and respect wildlife and the environment and to call out the individuals who dump litter cause harm and damage","2025-05-22 18:10:55 UTC","2025-05-22 18:24:30 UTC",433579,407598,1341495,"S75 1AA",10,"E92000001","E19000001","E18000003","","E08000016","E05000988"
"262","SE9","Respondent 37","I give consent to take part in this study",62,"Male","Yes","SE9","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","2","2","2","1. completely Agree","2","3",NA,"Monthly","Every 6 months","Every 6 months","Every 6 months","Never","Yes","Agree","Strongly agree","Partially agree","Agree","Partially agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography,Pond dipping,Rock pooling","Oasis under-appreciated under-managed","Popular restful under-managed","Waders, wildfowl, kingfisher, water vole, water shrew, frogs, toads, newts, grass snake, caddis flies, water beetles, snails, leeches, flatworms, grey wagtail...","Those indicative of better ecological quality, beavers (and pigmy hippos)","I would if I had the space","Controlled access incorporating refuge areas, better design to take account of seasonal water supply, improved access, better interpretation and awareness-raising, creating opportunities for direct involvement in management and wildlife recording, educational opportunities for all ages","2025-04-03 13:54:27 UTC","2025-04-03 14:19:34 UTC",543461,174334,1357052,"SE9 1AA",10,"E92000001","E19000003","E18000007","","E09000011","E05014079"
"263","SG6","Respondent 160","I give consent to take part in this study",20,"Male","Yes","SG6","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","2","1. completely Agree","2","3","3","2",NA,"Every 6 months","Once a year","Once a year","Never","Never","Yes","Agree","Neutral","Strongly agree","Agree","Agree","Dog walking,Exercise (e.g., walking, kayaking, swimming)","There's some ponds","Pond with fish","Fish, birds, bugs","Birds besides pigeons, hedgehogs, foxes,","I would if I had the space","Try to prevent the pollution of our r8vers","2025-04-21 14:14:42 UTC","2025-04-21 14:21:27 UTC",522437,232688,1386510,"SG6 1PU",10,"E92000001","E19000001","E18000006","E10000015","E07000099","E05015771"
"264","SK5","Respondent 95","I give consent to take part in this study",72,"Male","Yes","sk5","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","2","2","2","2",NA,"Weekly","Weekly","Never","Never","Every 6 months","No","Agree","Agree","Partially agree","Agree","Partially agree","Exercise (e.g., walking, kayaking, swimming)","local duck ponds","Reddish vale","birds, insects, squrrils","butterflies","I would if I had the space","easy access, parking, disability access, resting points, information boards","2025-04-15 19:34:22 UTC","2025-04-15 19:44:48 UTC",389556,393437,1389264,"SK5 6AA",10,"E92000001","E19000001","E18000002","","E08000007","E05015033"
"265","SY13","Respondent 162","I give consent to take part in this study",30,"Female","Yes","SY13","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Weekly","Every 6 months","Every 6 months","Every 6 months","No","Strongly agree","Strongly agree","Neutral","Strongly agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Rock pooling","Beautiful, damaged walkways","Poor access, beautiful","Ducks, geese, woodpeckers, jays","Birds","Maybe, I would consider providing a blue space with more information or assistance","Access, walk ways (often weather damaged ie the bridges over the lake)","2025-04-22 10:33:18 UTC","2025-04-22 10:41:33 UTC",354322,341532,1469638,"SY13 1AA",10,"E92000001","E19000001","E18000005","","E06000051","E05008195"
"266","TS1","Respondent 297","I give consent to take part in this study",65,"Female","Yes","TS1","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Weekly","Monthly","Weekly","Monthly","Monthly","Yes","Agree","Agree","Neutral","Agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Feeding wildlife (e.g., ducks, fish)","Tranquil, amazing, calming","Diverse, restorative, uplifting","Deer, mute swans, grey herons","Otterd","Maybe, I would consider providing a blue space with more information or assistance","Encourage everyone to look after blue spaces. Take litter home, respect the plants etc","2025-05-30 17:52:59 UTC","2025-05-30 17:58:40 UTC",448907,520333,1546974,"TS1 1AA",10,"E92000001","E19000001","E18000001","","E06000002","E05009866"
"267","TS11","Respondent 303","I give consent to take part in this study",54,"Female","Yes","TS11","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Once a year","Once a year","Weekly","Never","Once a year","Yes","Strongly agree","Strongly agree","Partially agree","Strongly agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming)","Sea Calm Sand","dunes grass birds","birds","anything","Maybe, I would consider providing a blue space with more information or assistance","access for all","2025-06-03 12:21:57 UTC","2025-06-03 12:27:07 UTC",463397,522318,1549843,"TS11 6AA",10,"E92000001","E19000001","E18000001","","E06000003","E05012452"
"268","TW1","Respondent 138","I give consent to take part in this study",67,"Female","Yes","TW1","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Weekly","Every 6 months","Once a year","Never","Yes","Strongly agree","Strongly agree","Partially agree","Strongly agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography","Marsh frog invasion","Diverse wildlife haven","Heron, grebes, lapwing, ducks, geese, swans","Grass snakes, lapwing, waders, native frogs, newts","I already do","Force water companies to stop polluting them","2025-04-18 11:33:57 UTC","2025-04-18 12:35:53 UTC",516048,173668,1617295,"TW1 1AA",10,"E92000001","E19000003","E18000007","","E09000027","E05013789"
"269","WF10","Respondent 79","I give consent to take part in this study",34,"Male","Yes","WF10","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Monthly","Monthly","Once a year","Once a year","Once a year","Yes","Agree","Strongly agree","Agree","Agree","Strongly agree","Nature watching,Dog walking,Photography,Feeding wildlife (e.g., ducks, fish)","River","River","Birds, fish, insects, Amphibians","Otters, Beavers, Voles, Foxes, Badgers, Wading Birds","Maybe, I would consider providing a blue space with more information or assistance","Improving water quality, removing litter, increasing biodiversity in areas","2025-04-15 10:57:24 UTC","2025-04-15 11:02:55 UTC",442944,425703,1680768,"WF10 1AD",10,"E92000001","E19000001","E18000003","","E08000036","E05001447"
"270","WF2","Respondent 261","I give consent to take part in this study",67,"Male","Yes","WF2","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Weekly","Weekly","Monthly","Never","Yes","Agree","Strongly agree","Partially agree","Strongly agree","Partially agree","Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Fishing,Photography,Feeding wildlife (e.g., ducks, fish),Rock pooling","Sea sand caravans","Sea Sand Clifftops","Geese Deer Duck Mole Birds Kestrel Mouse","Any","I already do","Accessibility - free parking free entry","2025-05-23 20:29:25 UTC","2025-05-23 20:35:25 UTC",431748,421104,1695166,"WF2 0AA",10,"E92000001","E19000001","E18000003","","E08000036","E05001460"
"271","WN8","Respondent 126","I give consent to take part in this study",47,"Female","Yes","WN8","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","3","2","2","2","3","5",NA,"Weekly","Monthly","Monthly","Every 6 months","Every 6 months","Yes","Partially agree","Agree","Agree","Agree","Neutral","Dog walking,Exercise (e.g., walking, kayaking, swimming)","Pleasant canal walk","Unaccessible unkempt pond","Ducks, swans, coots, birds, turtles, fish","Don’t know","I would if I had the space","Make them more accessible and better maintained","2025-04-16 20:31:24 UTC","2025-04-16 20:42:05 UTC",350713,405125,1688623,"WN8 0AA",10,"E92000001","E19000001","E18000002","E10000017","E07000127","E05014943"
